id,cleaned_time
6,1615
2275,1615
3468,1615
2498,1615
1147,1618
2539,1620
3731,1620
2557,1620
2554,1620
995,1620
3994,1620
4489,1620
2462,1620
988,1620
895,1620
533,1621
4837,1623
90,1625
5108,1625
534,1626
4891,1630
3218,1630
454,1630
3581,1630
3871,1630
5281,1630
4176,1630
1737,1630
1805,1630
1376,1630
2011,1630
2124,1630
4767,1630
2125,1630
3302,1630
334,1630
1247,1630
382,1630
2094,1630
4996,1630
4257,1630
2139,1630
146,1630
132,1630
1349,1630
721,1630
4419,1630
5424,1630
2120,1630
4460,1630
2189,1630
5582,1630
38,1630
1844,1630
4235,1630
1700,1630
1713,1630
2664,1630
3063,1630
4401,1630
4077,1630
1647,1630
3642,1630
1978,1630
1625,1630
4596,1630
3921,1630
238,1630
6330,1630
517,1630
511,1630
506,1630
4021,1630
3005,1630
486,1630
1071,1630
1416,1630
229,1630
1402,1630
481,1630
1410,1630
4822,1630
2643,1630
2635,1630
872,1630
3626,1630
3093,1630
3108,1630
4156,1630
288,1630
1526,1630
1668,1630
5300,1630
2680,1630
1388,1630
5706,1630
3207,1630
2381,1630
3154,1630
1279,1630
282,1630
1688,1630
6155,1630
5360,1630
4528,1630
2294,1630
2812,1630
1120,1630
2315,1630
43,1632
1399,1635
3227,1635
285,1639
1990,1640
4292,1640
222,1640
2211,1640
2300,1640
1145,1640
1289,1645
3390,1645
3946,1645
308,1645
1711,1645
2597,1645
2665,1645
998,1645
4911,1645
3757,1645
4202,1645
3242,1645
1358,1645
1464,1645
2172,1645
2154,1645
1770,1645
991,1650
4517,1650
655,1650
3269,1650
3258,1655
1661,1700
1627,1700
1593,1700
886,1700
1184,1700
1275,1700
1446,1700
869,1700
4712,1700
1181,1700
1535,1700
4815,1700
1216,1700
1694,1700
4455,1700
4762,1700
1372,1700
1521,1700
4461,1700
1538,1700
1795,1700
4839,1700
1929,1700
2913,1700
5825,1700
4217,1700
4211,1700
342,1700
3800,1700
668,1700
2793,1700
2788,1700
381,1700
2752,1700
395,1700
643,1700
2293,1700
2683,1700
4144,1700
5969,1700
601,1700
3901,1700
4113,1700
2648,1700
2421,1700
3987,1700
573,1700
485,1700
2533,1700
2516,1700
2504,1700
2475,1700
4228,1700
3013,1700
707,1700
3539,1700
3267,1700
749,1700
2028,1700
108,1700
800,1700
2014,1700
3223,1700
56,1700
830,1700
3393,1700
843,1700
3408,1700
3439,1700
5313,1700
3494,1700
3584,1700
2482,1700
782,1700
3175,1700
4269,1700
3182,1700
3092,1700
2138,1700
2102,1700
4302,1700
1180,1701
4744,1710
1015,1710
785,1710
4810,1710
347,1710
2386,1711
2499,1715
2486,1715
3695,1715
3462,1715
2877,1715
5085,1715
3210,1715
2865,1715
3344,1715
4619,1715
2860,1715
5002,1715
3119,1715
3038,1715
5928,1715
5115,1715
5262,1715
2153,1715
153,1717
1395,1717
6751,1718
2728,1720
3686,1720
93,1720
1129,1720
1834,1720
181,1730
1786,1730
3209,1730
903,1730
1816,1730
4748,1730
2131,1730
4538,1730
5490,1730
5491,1730
3017,1730
5575,1730
3683,1730
1406,1730
231,1730
2980,1730
4267,1730
3160,1730
3234,1730
3239,1730
5308,1730
4842,1730
4843,1730
1950,1730
850,1730
1281,1730
5306,1730
4809,1730
5576,1730
5400,1730
2009,1730
3351,1730
3538,1730
2076,1730
3543,1730
134,1730
1363,1730
3247,1730
3381,1730
541,1730
2941,1730
333,1730
4141,1730
1758,1730
1534,1730
2367,1730
3902,1730
3903,1730
432,1730
448,1730
1550,1730
5709,1730
581,1730
478,1730
5914,1730
1006,1730
556,1730
549,1730
5890,1730
516,1730
4092,1730
5809,1730
4388,1730
5024,1730
5741,1730
2734,1730
5235,1730
923,1730
4215,1730
1744,1730
2225,1730
2839,1730
2817,1730
5630,1730
1727,1730
2244,1730
1720,1730
404,1730
1135,1730
2292,1730
4177,1730
2285,1730
2283,1730
784,1734
672,1735
1988,1735
4,1735
2750,1740
345,1740
2653,1742
178,1745
799,1745
542,1745
429,1745
5948,1745
1576,1745
3288,1745
4100,1745
2590,1745
2473,1745
2018,1745
916,1746
3530,1750
3180,1750
1170,1750
5314,1750
78,1750
1053,1751
2179,1755
2077,1755
1214,1758
2026,1800
2035,1800
2056,1800
4310,1800
2081,1800
2890,1800
2866,1800
4265,1800
2145,1800
2861,1800
2905,1800
2137,1800
2908,1800
1989,1800
2933,1800
6465,1800
915,1800
6425,1800
1857,1800
183,1800
1865,1800
1912,1800
6389,1800
3646,1800
5891,1800
844,1800
3656,1800
3040,1800
2164,1800
829,1800
6248,1800
6185,1800
3471,1800
2824,1800
2650,1800
5764,1800
588,1800
5766,1800
2637,1800
5937,1800
456,1800
563,1800
3952,1800
464,1800
3976,1800
5839,1800
2548,1800
2576,1800
2549,1800
2551,1800
4004,1800
606,1800
5956,1800
434,1800
2305,1800
2777,1800
3273,1800
2180,1800
6062,1800
6040,1800
400,1800
2205,1800
690,1800
5545,1800
679,1800
3889,1800
2681,1800
2262,1800
2678,1800
633,1800
623,1800
5697,1800
5700,1800
669,1800
716,1800
5892,1800
5043,1800
4504,1800
1689,1800
6868,1800
3303,1800
6612,1800
1523,1800
1667,1800
6736,1800
3449,1800
6618,1800
1142,1800
3427,1800
1122,1800
125,1800
1035,1800
77,1800
1656,1800
3342,1800
6642,1800
1217,1800
4901,1800
4928,1800
1666,1800
6603,1800
4729,1800
1341,1800
4797,1800
3536,1800
3298,1800
6774,1800
1314,1800
6773,1800
4952,1800
1342,1800
1469,1800
4573,1800
1471,1800
6737,1800
6750,1800
2924,1805
2657,1805
1040,1805
5743,1810
3669,1810
3129,1812
974,1815
4881,1815
1249,1815
1235,1815
3599,1815
1585,1820
1968,1820
2754,1825
339,1830
1088,1830
744,1830
2737,1830
3505,1830
3472,1830
3355,1830
2740,1830
712,1830
3379,1830
3507,1830
1177,1830
2226,1830
1374,1830
1386,1830
505,1830
508,1830
2579,1830
1735,1830
5910,1830
1722,1830
2510,1830
1892,1830
1584,1830
1975,1830
4373,1830
2991,1830
1686,1830
4349,1830
6630,1830
806,1830
2420,1830
3417,1830
756,1830
572,1830
3725,1830
4138,1830
2749,1840
4220,1840
2546,1840
3233,1845
1783,1845
725,1845
3383,1845
2738,1845
2483,1845
1139,1845
538,1845
1921,1850
5135,1850
2586,1900
3925,1900
453,1900
5845,1900
2335,1900
4085,1900
3924,1900
2481,1900
2591,1900
1412,1900
934,1900
5337,1900
4366,1900
1024,1900
1638,1900
2995,1900
1804,1900
335,1900
5258,1900
1739,1900
1515,1900
944,1900
162,1900
2239,1900
1450,1900
2745,1900
1003,1900
879,1905
5087,1910
208,1912
2524,1915
1643,1915
1651,1915
114,1915
1852,1920
985,1920
246,1920
247,1920
6765,1920
1438,1928
1877,1930
2706,1930
497,1930
1514,1930
3589,1930
1796,1930
76,1930
4733,1930
763,1930
1043,1930
3206,1930
2931,1930
3133,1930
2295,1930
4582,1935
2307,1945
1983,1945
1014,1945
4186,1945
1429,1945
5405,1955
1716,2000
3760,2000
5657,2000
338,2000
4627,2000
5220,2000
106,2000
255,2000
1788,2000
2842,2000
2191,2000
1143,2000
5219,2000
2053,2000
6560,2000
81,2000
2805,2000
2200,2000
2675,2000
6616,2000
1969,2000
4084,2000
3585,2000
5271,2000
2436,2000
5278,2000
31,2000
608,2000
2432,2000
195,2000
3138,2000
1467,2000
2364,2000
2523,2000
3208,2000
2577,2000
3993,2000
1860,2000
1825,2000
3334,2015
2808,2015
5581,2015
1984,2015
275,2030
1944,2030
3260,2030
1958,2030
1763,2030
1274,2030
1764,2030
2287,2030
1224,2030
5551,2030
2166,2030
445,2030
1536,2030
2771,2030
4465,2100
4989,2100
4985,2100
1731,2100
3289,2130
659,2150
1172,2200
4662,2200
3574,2200
6820,2200
6752,2200
4988,2200
4713,2200
4764,2200
1221,2200
3573,2200
6800,2200
5139,2200
3546,2200
4468,2200
1676,2200
1611,2200
6570,2200
6561,2200
4560,2200
6548,2200
4467,2200
5090,2200
6641,2200
1100,2200
1532,2200
1525,2200
942,2200
4469,2200
103,2200
5118,2200
5388,2200
4411,2200
894,2200
5553,2200
3830,2200
4230,2200
6064,2200
5586,2200
5595,2200
677,2200
4170,2200
4134,2200
3782,2200
2354,2200
5772,2200
5940,2200
5773,2200
2378,2200
4107,2200
2636,2200
543,2200
5808,2200
5832,2200
4041,2200
3927,2200
723,2200
3793,2200
5514,2200
1898,2200
6353,2200
6352,2200
6343,2200
1987,2200
2993,2200
5393,2200
2954,2200
6289,2200
3715,2200
5402,2200
2885,2200
4332,2200
5507,2200
4312,2200
5505,2200
4342,2200
502,2220
2150,2230
2888,2300
1272,2300
1994,2300
2233,2300
461,2300
4029,2300
4255,2330
701,2330
742,2330
