id,Country,Date_Comment
3591,SOUTH AFRICA,Check
3592,SOUTH AFRICA,Check
3593,SOUTH AFRICA,Check
3594,USA,Check
3595,NEW CALEDONIA,Check
3596,SOUTH AFRICA,Check
3597,USA,Check
3598,SOUTH AFRICA,Check
3599,SOUTH AFRICA,Check
3600,SOUTH AFRICA,Check
3601,,Check
3602,VANUATU,Check
3603,USA,Check
3604,AUSTRALIA,Check
3605,USA,Check
3606,USA,Check
3607,USA,Check
3608,SOUTH AFRICA,Check
3609,SOUTH AFRICA,Check
3610,USA,Check
3611,USA,Check
3612,USA,Check
3613,USA,Check
3614,JAPAN,Check
3615,USA,Check
3616,SOUTH AFRICA,Check
3617,TUNISIA,Check
3618,SOUTH AFRICA,Check
3619,SOUTH AFRICA,Check
3620,USA,Check
3621,USA,Check
3622,USA,Check
3623,USA,Check
3624,NEW CALEDONIA,Check
3625,SOUTH AFRICA,Check
3626,USA,Check
3627,BAHAMAS,Check
3628,USA,Check
3629,USA,Check
3630,USA,Check
3631,USA,Check
3632,AUSTRALIA,Check
3633,NEW CALEDONIA,Check
3634,AUSTRALIA,Check
3635,USA,Check
3636,SOUTH AFRICA,Check
3637,USA,Check
3638,USA,Check
3639,USA,Check
3640,USA,Check
3641,USA,Check
3642,SOUTH AFRICA,Check
3643,ITALY,Check
3644,ITALY,Check
3645,TUNISIA,Check
3646,USA,Check
3647,AUSTRALIA,Check
3648,USA,Check
3649,REUNION,Check
3650,SOUTH AFRICA,Check
3651,USA,Check
3652,USA,Check
3653,USA,Check
3654,USA,Check
3655,USA,Check
3656,USA,Check
3657,USA,Check
3658,USA,Check
3659,USA,Check
3660,USA,Check
3661,USA,Check
3662,USA,Check
3663,USA,Check
3664,USA,Check
3665,USA,Check
3666,BAHAMAS,Check
3667,USA,Check
3668,SOUTH AFRICA,Check
3669,USA,Check
3670,SOUTH AFRICA,Check
3671,ENGLAND,Check
3672,USA,Check
3673,USA,Check
3674,SOUTH KOREA,Check
3675,SOUTH AFRICA,Check
3676,USA,Check
3677,USA,Check
3678,SOUTH AFRICA,Check
3679,NAMIBIA,Check
3680,BERMUDA,Check
3681,SOUTH AFRICA,Check
3682,USA,Check
3683,USA,Check
3684,CHILE,Check
3685,BRAZIL,Check
3686,SOUTH AFRICA,Check
3687,AUSTRALIA,Check
3688,AUSTRALIA,Check
3689,USA,Check
3690,BRAZIL,Check
3691,USA,Check
3692,SOUTH AFRICA,Check
3693,AUSTRALIA,Check
3694,GREECE,Check
3695,SOUTH AFRICA,Check
3696,SOUTH AFRICA,Check
3697,REUNION,Check
3698,AUSTRALIA,Check
3699,SOUTH AFRICA,Check
3700,BRAZIL,Check
3701,USA,Check
3702,USA,Check
3703,MEXICO,Check
3704,USA,Check
3705,USA,Check
3706,USA,Check
3707,SPAIN,Check
3708,USA,Check
3709,USA,Check
3710,USA,Check
3711,USA,Check
3712,USA,Check
3713,SOUTH AFRICA,Check
3714,JAMAICA,Check
3715,PHILIPPINES,Check
3716,MEXICO,Check
3717,SOUTH AFRICA,Check
3718,BRAZIL,Check
3719,PHILIPPINES,Check
3720,SOUTH AFRICA,Check
3721,SOUTH AFRICA,Check
3722,KENYA,Check
3723,SOUTH AFRICA,Check
3724,SOUTH AFRICA,Check
3725,SOUTH AFRICA,Check
3726,CHILE,Check
3727,NORTH ATLANTIC OCEAN,Check
3728,GREECE,Check
3729,SOUTH AFRICA,Check
3730,TONGA,Check
3731,SOUTH AFRICA,Check
3732,PORTUGAL,Check
3733,SOUTH CHINA SEA,Check
3734,USA,Check
3735,SOUTH AFRICA,Check
3736,SOUTH AFRICA,Check
3737,AUSTRALIA,Check
3738,HONG KONG,Check
3739,HONG KONG,Check
3740,USA,Check
3741,THAILAND,Check
3742,USA,Check
3743,USA,Check
3744,SOUTH AFRICA,Check
3745,SOUTH AFRICA,Check
3746,NEW CALEDONIA,Check
3747,NEW CALEDONIA,Check
3748,USA,Check
3749,USA,Check
3750,USA,Check
3751,USA,Check
3752,SOUTH AFRICA,Check
3753,NEW CALEDONIA,Check
3754,SOUTH AFRICA,Check
3755,USA,Check
3756,AUSTRALIA,Check
3757,SOUTH AFRICA,Check
3758,USA,Check
3759,USA,Check
3760,SOUTH AFRICA,Check
3761,SOUTH AFRICA,Check
3762,ITALY,Check
3763,USA,Check
3764,AUSTRALIA,Check
3765,USA,Check
3766,USA,Check
3767,USA,Check
3768,USA,Check
3769,USA,Check
3770,USA,Check
3771,ITALY,Check
3772,MARSHALL ISLANDS,Check
3773,MARSHALL ISLANDS,Check
3774,AUSTRALIA,Check
3775,SOUTH AFRICA,Check
3776,SOUTH AFRICA,Check
3777,SOUTH AFRICA,Check
3778,SOUTH AFRICA,Check
3779,SOUTH AFRICA,Check
3780,USA,Check
3781,VANUATU,Check
3782,USA,Check
3783,USA,Check
3784,SOUTH AFRICA,Check
3785,SOUTH AFRICA,Check
3786,SOUTH AFRICA,Check
3787,SOUTH AFRICA,Check
3788,AUSTRALIA,Check
3789,AUSTRALIA,Check
3790,SOUTH AFRICA,Check
3791,USA,Check
3792,USA,Check
3793,USA,Check
3794,USA,Check
3795,USA,Check
3796,SOUTH AFRICA,Check
3797,AUSTRALIA,Check
3798,AUSTRALIA,Check
3799,USA,Check
3800,SOUTH AFRICA,Check
3801,AUSTRALIA,Check
3802,AUSTRALIA,Check
3803,AUSTRALIA,Check
3804,AUSTRALIA,Check
3805,AUSTRALIA,Check
3806,NEW CALEDONIA,Check
3807,MEXICO,Check
3808,AUSTRALIA,Check
3809,USA,Check
3810,SOUTH AFRICA,Check
3811,AUSTRALIA,Check
3812,USA,Check
3813,SOUTH AFRICA,Check
3814,SOUTH AFRICA,Check
3815,SOUTH AFRICA,Check
3816,USA,Check
3817,SOUTH AFRICA,Check
3818,NEW CALEDONIA,Check
3819,AUSTRALIA,Check
3820,HONG KONG,Check
3821,USA,Check
3822,USA,Check
3823,USA,Check
3824,USA,Check
3825,USA,Check
3826,USA,Check
3827,USA,Check
3828,USA,Check
3829,USA,Check
3830,USA,Check
3831,USA,Check
3832,ITALY,Check
3833,AUSTRALIA,Check
3834,SOUTH AFRICA,Check
3835,USA,Check
3836,USA,Check
3837,SOUTH AFRICA,Check
3838,SOUTH AFRICA,Check
3839,SOUTH AFRICA,Check
3840,SOUTH AFRICA,Check
3841,SOUTH AFRICA,Check
3842,AUSTRALIA,Check
3843,SOUTH AFRICA,Check
3844,USA,Check
3845,NEW ZEALAND,Check
3846,USA,Check
3847,AUSTRALIA,Check
3848,USA,Check
3849,AUSTRALIA,Check
3850,AUSTRALIA,Check
3851,SOUTH AFRICA,Check
3852,AUSTRALIA,Check
3853,USA,Check
3854,USA,Check
3855,AUSTRALIA,Check
3856,USA,Check
3857,SOUTH AFRICA,Check
3858,SOUTH AFRICA,Check
3859,USA,Check
3860,USA,Check
3861,HONG KONG,Check
3862,USA,Check
3863,AUSTRALIA,Check
3864,USA,Check
3865,AUSTRALIA,Check
3866,USA,Check
3867,USA,Check
3868,USA,Check
3869,AUSTRALIA,Check
3870,USA,Check
3871,USA,Check
3872,USA,Check
3873,USA,Check
3874,USA,Check
3875,USA,Check
3876,USA,Check
3877,USA,Check
3878,ITALY,Check
3879,SOUTH AFRICA,Check
3880,SOUTH AFRICA,Check
3881,SOUTH AFRICA,Check
3882,AUSTRALIA,Check
3883,USA,Check
3884,AUSTRALIA,Check
3885,SOUTH AFRICA,Check
3886,BANGLADESH,Check
3887,SOUTH AFRICA,Check
3888,SOUTH AFRICA,Check
3889,AUSTRALIA,Check
3890,AUSTRALIA,Check
3891,AUSTRALIA,Check
3892,SOUTH AFRICA,Check
3893,AUSTRALIA,Check
3894,BERMUDA,Check
3895,REUNION,Check
3896,AUSTRALIA,Check
3897,AUSTRALIA,Check
3898,USA,Check
3899,USA,Check
3900,USA,Check
3901,ISRAEL,Check
3902,USA,Check
3903,USA,Check
3904,AUSTRALIA,Check
3905,USA,Check
3906,HONG KONG,Check
3907,HONG KONG,Check
3908,HONG KONG,Check
3909,HONG KONG,Check
3910,CROATIA,Check
3911,USA,Check
3912,USA,Check
3913,USA,Check
3914,USA,Check
3915,USA,Check
3916,USA,Check
3917,BRAZIL,Check
3918,SOUTH AFRICA,Check
3919,SOUTH AFRICA,Check
3920,USA,Check
3921,SOUTH AFRICA,Check
3922,SOUTH AFRICA,Check
3923,SOUTH AFRICA,Check
3924,SOUTH AFRICA,Check
3925,SOUTH AFRICA,Check
3926,SOUTH AFRICA,Check
3927,SOUTH AFRICA,Check
3928,SOUTH AFRICA,Check
3929,AUSTRALIA,Check
3930,SOUTH AFRICA,Check
3931,MOZAMBIQUE,Check
3932,MOZAMBIQUE,Check
3933,AUSTRALIA,Check
3934,CROATIA,Check
3935,MOZAMBIQUE,Check
3936,MOZAMBIQUE,Check
3937,PHILIPPINES,Check
3938,USA,Check
3939,MEXICO,Check
3940,AUSTRALIA,Check
3941,USA,Check
3942,AUSTRALIA,Check
3943,SOUTH AFRICA,Check
3944,BAHAMAS,Check
3945,HONG KONG,Check
3946,MEXICO,Check
3947,EGYPT,Check
3948,AUSTRALIA,Check
3949,AUSTRALIA,Check
3950,USA,Check
3951,HONG KONG,Check
3952,MEXICO,Check
3953,AUSTRALIA,Check
3954,MOZAMBIQUE,Check
3955,SOUTH AFRICA,Check
3956,MEXICO,Check
3957,SOUTH AFRICA,Check
3958,USA,Check
3959,PALAU,Check
3960,PALAU,Check
3961,SOUTH AFRICA,Check
3962,SOUTH AFRICA,Check
3963,MOZAMBIQUE,Check
3964,MEXICO,Check
3965,SOUTH AFRICA,Check
3966,AUSTRALIA,Check
3967,AUSTRALIA,Check
3968,REUNION,Check
3969,AUSTRALIA,Check
3970,AUSTRALIA,Check
3971,USA,Check
3972,USA,Check
3973,NEW ZEALAND,Check
3974,USA,Check
3975,MOZAMBIQUE,Check
3976,USA,Check
3977,USA,Check
3978,AUSTRALIA,Check
3979,USA,Check
3980,AUSTRALIA,Check
3981,AUSTRALIA,Check
3982,USA,Check
3983,USA,Check
3984,FRENCH POLYNESIA,Check
3985,WESTERN SAMOA,Check
3986,AUSTRALIA,Check
3987,MOZAMBIQUE,Check
3988,PACIFIC OCEAN ,Check
3989,USA,Check
3990,AUSTRALIA,Check
3991,AUSTRALIA,Check
3992,SOUTH AFRICA,Check
3993,SOUTH AFRICA,Check
3994,MOZAMBIQUE,Check
3995,MOZAMBIQUE,Check
3996,FRANCE,Check
3997,MARSHALL ISLANDS,Check
3998,AUSTRALIA,Check
3999,SOUTH AFRICA,Check
4000,AUSTRALIA,Check
4001,HONG KONG,Check
4002,AUSTRALIA,Check
4003,USA,Check
4004,SOUTH AFRICA,Check
4005,USA,Check
4006,USA,Check
4007,CROATIA,Check
4008,AUSTRALIA,Check
4009,AUSTRALIA,Check
4010,USA,Check
4011,USA,Check
4012,SOUTH AFRICA,Check
4013,BRITISH ISLES,Check
4014,KENYA,Check
4015,SOUTH AFRICA,Check
4016,MEXICO,Check
4017,VENEZUELA,Check
4018,VENEZUELA,Check
4019,MOZAMBIQUE,Check
4020,NEW ZEALAND,Check
4021,AUSTRALIA,Check
4022,USA,Check
4023,AUSTRALIA,Check
4024,CROATIA,Check
4025,IRAN,Check
4026,IRAN,Check
4027,MOZAMBIQUE,Check
4028,MOZAMBIQUE,Check
4029,MICRONESIA,Check
4030,USA,Check
4031,,Check
4032,USA,Check
4033,USA,Check
4034,MICRONESIA,Check
4035,PALAU,Check
4036,USA,Check
4037,AUSTRALIA,Check
4038,USA,Check
4039,USA,Check
4040,,Check
4041,,Check
4042,USA,Check
4043,SOUTH AFRICA,Check
4044,GRENADA,Check
4045,GRENADA,Check
4046,PHILIPPINES,Check
4047,GRENADA,Check
4048,,Check
4049,SOLOMON ISLANDS,Check
4050,USA,Check
4051,USA,Check
4052,,Check
4053,MOZAMBIQUE,Check
4054,MOZAMBIQUE,Check
4055,MOZAMBIQUE,Check
4056,MOZAMBIQUE,Check
4057,EGYPT,Check
4058,MEXICO,Check
4059,ENGLAND,Check
4060,PAPUA NEW GUINEA,Check
4061,SRI LANKA,Check
4062,SPAIN,Check
4063,ITALY,Check
4064,CROATIA,Check
4065,IRAQ,Check
4066,IRAQ,Check
4067,IRAQ,Check
4068,IRAQ,Check
4069,AUSTRALIA,Check
4070,USA,Check
4071,AUSTRALIA,Check
4072,USA,Check
4073,USA,Check
4074,USA,Check
4075,USA,Check
4076,USA,Check
4077,USA,Check
4078,,Check
4079,ENGLAND,Check
4080,USA,Check
4081,USA,Check
4082,USA,Check
4083,JAMAICA,Check
4084,USA,Check
4085,USA,Check
4086,USA,Check
4087,DOMINICAN REPUBLIC,Check
4088,AUSTRALIA,Check
4089,AUSTRALIA,Check
4090,USA,Check
4091,AUSTRALIA,Check
4092,USA,Check
4093,AUSTRALIA,Check
4094,AUSTRALIA,Check
4095,AUSTRALIA,Check
4096,AUSTRALIA,Check
4097,BAHAMAS,Check
4098,SOUTH AFRICA,Check
4099,AUSTRALIA,Check
4100,NEW ZEALAND,Check
4101,AUSTRALIA,Check
4102,SOUTH AFRICA,Check
4103,SOUTH AFRICA,Check
4104,SOUTH AFRICA,Check
4105,PAPUA NEW GUINEA,Check
4106,AUSTRALIA,Check
4107,BAHAMAS,Check
4108,USA,Check
4109,PHILIPPINES,Check
4110,USA,Check
4111,NEW ZEALAND,Check
4112,USA,Check
4113,USA,Check
4114,FRENCH POLYNESIA,Check
4115,MALAYSIA,Check
4116,COLUMBIA,Check
4117,USA,Check
4118,USA,Check
4119,USA,Check
4120,BAHAMAS,Check
4121,MEXICO,Check
4122,BAHAMAS,Check
4123,USA,Check
4124,ENGLAND,Check
4125,TANZANIA,Check
4126,PAPUA NEW GUINEA,Check
4127,USA,Check
4128,USA,Check
4129,AUSTRALIA,Check
4130,PAPUA NEW GUINEA,Check
4131,AUSTRALIA,Check
4132,SOUTH AFRICA,Check
4133,USA,Check
4134,USA,Check
4135,USA,Check
4136,AUSTRALIA,Check
4137,NEW ZEALAND,Check
4138,AUSTRALIA,Check
4139,AUSTRALIA,Check
4140,MOZAMBIQUE,Check
4141,PAPUA NEW GUINEA,Check
4142,COSTA RICA,Check
4143,USA,Check
4144,USA,Check
4145,SOUTH AFRICA,Check
4146,PAPUA NEW GUINEA,Check
4147,FIJI,Check
4148,AUSTRALIA,Check
4149,USA,Check
4150,AUSTRALIA,Check
4151,AUSTRALIA,Check
4152,FIJI,Check
4153,PHILIPPINES,Check
4154,SOUTH AFRICA,Check
4155,MEXICO,Check
4156,USA,Check
4157,TONGA,Check
4158,USA,Check
4159,ITALY,Check
4160,PAPUA NEW GUINEA,Check
4161,USA,Check
4162,PAPUA NEW GUINEA,Check
4163,PAPUA NEW GUINEA,Check
4164,USA,Check
4165,JAPAN,Check
4166,ITALY,Check
4167,AUSTRALIA,Check
4168,BERMUDA,Check
4169,COLUMBIA,Check
4170,AUSTRALIA,Check
4171,USA,Check
4172,BAHAMAS,Check
4173,SENEGAL,Check
4174,USA,Check
4175,TURKEY,Check
4176,USA,Check
4177,USA,Check
4178,ITALY,Check
4179,AUSTRALIA,Check
4180,AUSTRALIA,Check
4181,UNITED KINGDOM,Check
4182,NEW ZEALAND,Check
4183,SOUTH AFRICA,Check
4184,AUSTRALIA,Check
4185,AUSTRALIA,Check
4186,NEW ZEALAND,Check
4187,PAPUA NEW GUINEA,Check
4188,MEXICO,Check
4189,SOUTH AFRICA,Check
4190,SOUTH AFRICA,Check
4191,MOZAMBIQUE,Check
4192,AUSTRALIA,Check
4193,AUSTRALIA,Check
4194,AUSTRALIA,Check
4195,AUSTRALIA,Check
4196,SINGAPORE,Check
4197,AUSTRALIA,Check
4198,THAILAND,Check
4199,PAPUA NEW GUINEA,Check
4200,PAPUA NEW GUINEA,Check
4201,PAPUA NEW GUINEA,Check
4202,AUSTRALIA,Check
4203,USA,Check
4204,AUSTRALIA,Check
4205,AUSTRALIA,Check
4206,AUSTRALIA,Check
4207,USA,Check
4208,BAHAMAS,Check
4209,AUSTRALIA,Check
4210,SOUTH AFRICA,Check
4211,BAHAMAS,Check
4212,NEW BRITAIN,Check
4213,NEW BRITAIN,Check
4214,CROATIA,Check
4215,TAIWAN,Check
4216,ITALY,Check
4217,USA,Check
4218,USA,Check
4219,USA,Check
4220,USA,Check
4221,USA,Check
4222,TAIWAN,Check
4223,PAPUA NEW GUINEA,Check
4224,USA,Check
4225,CARIBBEAN SEA,Check
4226,USA,Check
4227,USA,Check
4228,USA,Check
4229,FRENCH POLYNESIA,Check
4230,AUSTRALIA,Check
4231,AUSTRALIA,Check
4232,AUSTRALIA,Check
4233,USA,Check
4234,PHILIPPINES,Check
4235,USA,Check
4236,AUSTRALIA,Check
4237,AUSTRALIA,Check
4238,SUDAN,Check
4239,AUSTRALIA,Check
4240,SOUTH AFRICA,Check
4241,INDONESIA,Check
4242,USA,Check
4243,AUSTRALIA,Check
4244,COLUMBIA,Check
4245,SOUTH AFRICA,Check
4246,AUSTRALIA,Check
4247,SOUTH AFRICA,Check
4248,NEW ZEALAND,Check
4249,USA,Check
4250,USA,Check
4251,AUSTRALIA,Check
4252,JOHNSTON ISLAND,Check
4253,AUSTRALIA,Check
4254,AUSTRALIA,Check
4255,PACIFIC OCEAN ,Check
4256,PANAMA,Check
4257,AUSTRALIA,Check
4258,,Check
4259,BAHAMAS,Check
4260,BAHAMAS,Check
4261,NEW BRITAIN,Check
4262,PAPUA NEW GUINEA,Check
4263,PAPUA NEW GUINEA,Check
4264,PAPUA NEW GUINEA,Check
4265,MEXICO,Check
4266,PHILIPPINES,Check
4267,USA,Check
4268,BAHAMAS,Check
4269,MEXICO,Check
4270,BERMUDA,Check
4271,USA,Check
4272,USA,Check
4273,MEXICO,Check
4274,PAPUA NEW GUINEA,Check
4275,SOUTH PACIFIC OCEAN,Check
4276,MEXICO,Check
4277,MEXICO,Check
4278,EGYPT,Check
4279,JAMAICA,Check
4280,MEXICO,Check
4281,USA,Check
4282,USA,Check
4283,USA,Check
4284,PALAU,Check
4285,USA,Check
4286,USA,Check
4287,USA,Check
4288,SOUTH AFRICA,Check
4289,USA,Check
4290,USA,Check
4291,SOUTH AFRICA,Check
4292,SOUTH AFRICA,Check
4293,AUSTRALIA,Check
4294,NEW GUINEA,Check
4295,USA,Check
4296,USA,Check
4297,USA,Check
4298,RED SEA,Check
4299,EGYPT,Check
4300,VANUATU,Check
4301,SOUTH AFRICA,Check
4302,SOUTH AFRICA,Check
4303,PAPUA NEW GUINEA,Check
4304,AUSTRALIA,Check
4305,PAPUA NEW GUINEA,Check
4306,KENYA,Check
4307,AUSTRALIA,Check
4308,AUSTRALIA,Check
4309,AUSTRALIA,Check
4310,USA,Check
4311,SOUTH AFRICA,Check
4312,USA,Check
4313,AUSTRALIA,Check
4314,,Check
4315,TAIWAN,Check
4316,TAIWAN,Check
4317,USA,Check
4318,MEXICO,Check
4319,USA,Check
4320,USA,Check
4321,USA,Check
4322,JAPAN,Check
4323,PANAMA,Check
4324,USA,Check
4325,SOUTH AFRICA,Check
4326,USA,Check
4327,SOUTH AFRICA,Check
4328,USA,Check
4329,PAPUA NEW GUINEA,Check
4330,PAPUA NEW GUINEA,Check
4331,BERMUDA,Check
4332,USA,Check
4333,USA,Check
4334,PAPUA NEW GUINEA,Check
4335,FIJI,Check
4336,SOUTH AFRICA,Check
4337,PANAMA,Check
4338,FIJI,Check
4339,PANAMA,Check
4340,PAPUA NEW GUINEA,Check
4341,AUSTRALIA,Check
4342,PAPUA NEW GUINEA,Check
4343,USA,Check
4344,SENEGAL,Check
4345,FIJI,Check
4346,NEW CALEDONIA,Check
4347,FIJI,Check
4348,NEW ZEALAND,Check
4349,NEW ZEALAND,Check
4350,SOUTH AFRICA,Check
4351,NEW ZEALAND,Check
4352,NEW ZEALAND,Check
4353,AUSTRALIA,Check
4354,NEW ZEALAND,Check
4355,USA,Check
4356,COSTA RICA,Check
4357,FIJI,Check
4358,SOUTH AFRICA,Check
4359,SOUTH AFRICA,Check
4360,SOUTH AFRICA,Check
4361,AUSTRALIA,Check
4362,USA,Check
4363,PAPUA NEW GUINEA,Check
4364,FIJI,Check
4365,AUSTRALIA,Check
4366,SOUTH AFRICA,Check
4367,NEW ZEALAND,Check
4368,SOUTH AFRICA,Check
4369,SOUTH AFRICA,Check
4370,AUSTRALIA,Check
4371,SOUTH AFRICA,Check
4372,ATLANTIC OCEAN,Check
4373,SOUTH AFRICA,Check
4374,AUSTRALIA,Check
4375,SOUTH AFRICA,Check
4376,SOUTH AFRICA,Check
4377,AUSTRALIA,Check
4378,NEW BRITAIN,Check
4379,NEW ZEALAND,Check
4380,PAPUA NEW GUINEA,Check
4381,FIJI,Check
4382,FIJI,Check
4383,ITALY,Check
4384,AUSTRALIA,Check
4385,USA,Check
4386,PAPUA NEW GUINEA,Check
4387,PALAU,Check
4388,USA,Check
4389,NORTH PACIFIC OCEAN,Check
4390,CHILE,Check
4391,USA,Check
4392,SOLOMON ISLANDS,Check
4393,AUSTRALIA,Check
4394,USA,Check
4395,DOMINICAN REPUBLIC,Check
4396,FEDERATED STATES OF MICRONESIA,Check
4397,USA,Check
4398,USA,Check
4399,JAMAICA,Check
4400,PANAMA,Check
4401,GREECE,Check
4402,PAPUA NEW GUINEA,Check
4403,USA,Check
4404,PHILIPPINES,Check
4405,AUSTRALIA,Check
4406,USA,Check
4407,SOUTH AFRICA,Check
4408,AUSTRALIA,Check
4409,USA,Check
4410,USA,Check
4411,SOLOMON ISLANDS,Check
4412,PAPUA NEW GUINEA,Check
4413,AUSTRALIA,Check
4414,FIJI,Check
4415,MAURITIUS,Check
4416,USA,Check
4417,FIJI,Check
4418,AUSTRALIA,Check
4419,AUSTRALIA,Check
4420,SOUTH AFRICA,Check
4421,NEW ZEALAND,Check
4422,SOUTH AFRICA,Check
4423,SOUTH AFRICA,Check
4424,SOUTH AFRICA,Check
4425,AUSTRALIA,Check
4426,MOZAMBIQUE,Check
4427,FIJI,Check
4428,SEYCHELLES,Check
4429,SOUTH AFRICA,Check
4430,AUSTRALIA,Check
4431,SOUTH AFRICA,Check
4432,AUSTRALIA,Check
4433,AUSTRALIA,Check
4434,USA,Check
4435,AUSTRALIA,Check
4436,MID ATLANTIC OCEAN,Check
4437,SOUTH AFRICA,Check
4438,MEXICO,Check
4439,ADMIRALTY ISLANDS,Check
4440,AUSTRALIA,Check
4441,USA,Check
4442,PANAMA,Check
4443,BRITISH WEST INDIES,Check
4444,MEXICO,Check
4445,SOUTH ATLANTIC OCEAN,Check
4446,ITALY,Check
4447,ISRAEL,Check
4448,TURKEY,Check
4449,PAPUA NEW GUINEA,Check
4450,USA,Check
4451,USA,Check
4452,SOUTH AFRICA,Check
4453,USA,Check
4454,USA,Check
4455,PAPUA NEW GUINEA,Check
4456,ITALY,Check
4457,SENEGAL,Check
4458,USA,Check
4459,MADAGASCAR,Check
4460,USA,Check
4461,USA,Check
4462,USA,Check
4463,GREECE,Check
4464,USA,Check
4465,SOUTH AFRICA,Check
4466,USA,Check
4467,USA,Check
4468,USA,Check
4469,USA,Check
4470,PAPUA NEW GUINEA,Check
4471,USA,Check
4472,AUSTRALIA,Check
4473,USA,Check
4474,USA,Check
4475,USA,Check
4476,USA,Check
4477,FIJI,Check
4478,AUSTRALIA,Check
4479,MOZAMBIQUE,Check
4480,SOUTH AFRICA,Check
4481,SOUTH AFRICA,Check
4482,NEW ZEALAND,Check
4483,AUSTRALIA,Check
4484,PAPUA NEW GUINEA,Check
4485,PAPUA NEW GUINEA,Check
4486,NEW ZEALAND,Check
4487,AUSTRALIA,Check
4488,SOUTH AFRICA,Check
4489,SOUTH AFRICA,Check
4490,AUSTRALIA,Check
4491,NEW ZEALAND,Check
4492,SOLOMON ISLANDS,Check
4493,NEW ZEALAND,Check
4494,MOZAMBIQUE,Check
4495,AUSTRALIA,Check
4496,SOUTH AFRICA,Check
4497,NEW ZEALAND,Check
4498,NEW ZEALAND,Check
4499,USA,Check
4500,AUSTRALIA,Check
4501,AUSTRALIA,Check
4502,AUSTRALIA,Check
4503,PAPUA NEW GUINEA,Check
4504,NEW ZEALAND,Check
4505,AUSTRALIA,Check
4506,AUSTRALIA,Check
4507,AUSTRALIA,Check
4508,AUSTRALIA,Check
4509,SOUTH AFRICA,Check
4510,AUSTRALIA,Check
4511,MARSHALL ISLANDS,Check
4512,SPAIN,Check
4513,INDONESIA,Check
4514,AUSTRALIA,Check
4515,AUSTRALIA,Check
4516,AUSTRALIA,Check
4517,SOUTH AFRICA,Check
4518,AUSTRALIA,Check
4519,AUSTRALIA,Check
4520,MOZAMBIQUE,Check
4521,AUSTRALIA,Check
4522,AUSTRALIA,Check
4523,MEXICO,Check
4524,PHILIPPINES,Check
4525,USA,Check
4526,VANUATU,Check
4527,USA,Check
4528,USA,Check
4529,CROATIA,Check
4530,TANZANIA,Check
4531,MID ATLANTIC OCEAN,Check
4532,PERSIAN GULF,Check
4533,ITALY,Check
4534,AUSTRALIA,Check
4535,USA,Check
4536,USA,Check
4537,BERMUDA,Check
4538,USA,Check
4539,PAPUA NEW GUINEA,Check
4540,USA,Check
4541,TURKEY,Check
4542,AUSTRALIA,Check
4543,ITALY,Check
4544,PANAMA,Check
4545,USA,Check
4546,USA,Check
4547,USA,Check
4548,NEW BRITAIN,Check
4549,PAPUA NEW GUINEA,Check
4550,USA,Check
4551,NEW BRITAIN,Check
4552,USA,Check
4553,AUSTRALIA,Check
4554,USA,Check
4555,AUSTRALIA,Check
4556,MOZAMBIQUE,Check
4557,SOUTH AFRICA,Check
4558,USA,Check
4559,AUSTRALIA,Check
4560,AUSTRALIA,Check
4561,MOZAMBIQUE,Check
4562,PERSIAN GULF,Check
4563,AUSTRALIA,Check
4564,AUSTRALIA,Check
4565,AUSTRALIA,Check
4566,AUSTRALIA,Check
4567,AUSTRALIA,Check
4568,AUSTRALIA,Check
4569,NORTH PACIFIC OCEAN,Check
4570,SOUTH AFRICA,Check
4571,FIJI,Check
4572,USA,Check
4573,AUSTRALIA,Check
4574,JAMAICA,Check
4575,SOUTH AFRICA,Check
4576,SOUTH AFRICA,Check
4577,AUSTRALIA,Check
4578,USA,Check
4579,SOUTH AFRICA,Check
4580,SOUTH AFRICA,Check
4581,AUSTRALIA,Check
4582,SOUTH AFRICA,Check
4583,ATLANTIC OCEAN,Check
4584,AUSTRALIA,Check
4585,MOZAMBIQUE,Check
4586,SOUTH AFRICA,Check
4587,SOUTH AFRICA,Check
4588,AUSTRALIA,Check
4589,AUSTRALIA,Check
4590,COLUMBIA,Check
4591,NEW CALEDONIA,Check
4592,SENEGAL,Check
4593,USA,Check
4594,USA,Check
4595,AUSTRALIA,Check
4596,SOUTH AFRICA,Check
4597,AUSTRALIA,Check
4598,AUSTRALIA,Check
4599,AUSTRALIA,Check
4600,USA,Check
4601,AUSTRALIA,Check
4602,AUSTRALIA,Check
4603,SOUTH AFRICA,Check
4604,NEW GUINEA,Check
4605,PAPUA NEW GUINEA,Check
4606,USA,Check
4607,SOUTH AFRICA,Check
4608,AUSTRALIA,Check
4609,PAPUA NEW GUINEA,Check
4610,RED SEA / INDIAN OCEAN,Check
4611,USA,Check
4612,SOUTH AFRICA,Check
4613,JOHNSTON ISLAND,Check
4614,USA,Check
4615,PACIFIC OCEAN,Check
4616,AUSTRALIA,Check
4617,MARSHALL ISLANDS,Check
4618,MARSHALL ISLANDS,Check
4619,USA,Check
4620,SENEGAL,Check
4621,USA,Check
4622,USA,Check
4623,PAPUA NEW GUINEA,Check
4624,USA,Check
4625,USA,Check
4626,MOZAMBIQUE,Check
4627,USA,Check
4628,ENGLAND,Check
4629,USA,Check
4630,USA,Check
4631,PAPUA NEW GUINEA,Check
4632,USA,Check
4633,USA,Check
4634,PAPUA NEW GUINEA,Check
